Agente,1006,Conexão ,172,Tipo de ligação,Descrição,Ano,Tipo do agente,Tipo de ligação predominante
Open Knowledge Brasil,1,PyData Manaus,,Parceria em projeto,Participação no projeto global Vozes pela Ação Climática Justa (VAC),2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,PyLadies Manaus,,Parceria em projeto,Participação no projeto global Vozes pela Ação Climática Justa (VAC),2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,Puraqué,,Parceria em projeto,Participação no projeto global Vozes pela Ação Climática Justa (VAC),2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,Fogocruzado,,Parceria em projeto,"Desenvolvimento de dois cursos (“Dados e Segurança Pública” e “Política de Armas e Munições”), além de realização de mentorias sobre os temas",2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,PCDaS,,Parceria em projeto,Apoio para pesquisa e acompanhamento de contribuições acadêmicas para o Querido Diário,"2022, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,Lagom Data,,Parceria em projeto,Apoio para organização de painel e de exposição no Coda.Br,2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,Tableau Software,,Financiamento,Financiamento do Coda.Br,2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Open Knowledge Brasil,1,Controladoria Geral do Estado de Santa Catarina (CGE-SC),1,Parceria em projeto,órgãos e entidades que contrataram cursos da OKBR ao longo de 2022.,2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,Tribunal de Contas dos Municípios do Estado de Goiás (TCM-GO),1,Parceria em projeto,órgãos e entidades que contrataram cursos da OKBR ao longo de 2022.,2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,Prefeitura do Município de Mogi das Cruzes,1,Parceria em projeto,órgãos e entidades que contrataram cursos da OKBR ao longo de 2022.,2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,Controladoria Geral do Estado de Goiás (CGE-GO),1,Parceria em projeto,órgãos e entidades que contrataram cursos da OKBR ao longo de 2022.,2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,Empresa de Tecnologia da Informação e Comunicação do Município de São Paulo (PRODAM/SP),1,Parceria em projeto,órgãos e entidades que contrataram cursos da OKBR ao longo de 2022.,"2022, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,Prefeitura do Rio de Janeiro,1,Parceria em projeto,Acordo prevê o apoio da OKBR para o desenvolvimento da Política de Dados Abertos (PDA) da Prefeitura,2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,Controladoria-Geral do Estado de Minas Gerais,1,Parceria em projeto,Participação no curso sobre gerenciamento de dados abertos,2023,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,Fórum Direito de Acesso a Informações Públicas,,Membro,"Coalizão de entidades da sociedade civil, organizações de mídia e pesquisadores dedicada a fazer o controle social da implementação da Lei de Acesso à Informação",2023,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Membro
Open Knowledge Brasil,1,Fiquem Sabendo,,Parceria em projeto,Apoio de mídia para divulgação do Coda.Br,2023,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Open Knowledge Brasil,1,Associação de Jornalismo Digital (Ajor),,Parceria em projeto,Apoio de mídia para divulgação do Coda.Br,2023,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Vedetas,,Parceria em projeto,"
Apoio na Infraestrutura ""FUXICO"". Tem o termo ""apoio"" mas não esclarece se foi financeiro. Parceria em “ENCONTROS, CAFÉS E CONFLITOS: REFLEXÕES DE UMA PESQUISA-AÇÃO SOBRE REDES AUTÔNOMAS”",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Coletiva Periféricas,,Parceria em projeto,"
Apoio na Infraestrutura ""FUXICO"". Tem o termo ""apoio"" mas não esclarece se foi financeiro.",Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Fundo ELAS,,Parceria em projeto,"
Apoio na Infraestrutura ""FUXICO"". Tem o termo ""apoio"" mas não esclarece se foi financeiro.",Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Association for Women’s Rights in Development (AWID),,Parceria em projeto,"
Apoio na Infraestrutura ""FUXICO"". Tem o termo ""apoio"" mas não esclarece se foi financeiro.",Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Ellas Fundo de Investimento Social,,Parceria em projeto,"Cartilhas de infraestruturas feministas, especificamente o ""Guia para aprendizado e construção de redes comunitárias""",Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Feminist Internet Research Network (FIRN),,Parceria em projeto,"Parceria no projeto de pesquisa-ação “Action-research on Feminist Autonomous Networks”, na zine segurança digital",2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,International Development Research Center (IDRC Canada),,Financiamento,Financiamento no projeto de pesquisa-ação “Action-research on Feminist Autonomous Networks”,2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
MariaLab,1,Association for Progressive Communications (APC),,Parceria em projeto,"Parceria no projeto de pesquisa-ação “Action-research on Feminist Autonomous Networks”; Realização da publicação ""A autonomia tecnológica como uma constelação de experiências""",2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Sempreviva Organização Feminista (SOF),,Parceria em projeto,"Parceria no projeto de pesquisa-ação “ENCONTROS, CAFÉS E CONFLITOS: REFLEXÕES DE UMA PESQUISA-AÇÃO SOBRE REDES AUTÔNOMAS”",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Rede Agroecológica de Mulheres Agricultoras (RAMA),,Parceria em projeto,"Parceria no projeto de pesquisa-ação “ENCONTROS, CAFÉS E CONFLITOS: REFLEXÕES DE UMA PESQUISA-AÇÃO SOBRE REDES AUTÔNOMAS”",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Federação de Órgãos para Assistência Social e Educacional (FASE),,Parceria em projeto,"Apoio na publicação ""Cuidados digitais e filantropia: achados e recomendações básicas""",2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Fundação Mozilla,,Parceria em projeto,"Apoio na publicação ""Cuidados digitais e filantropia: achados e recomendações básicas""",2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Justiça Global,,Parceria em projeto,"Realização do ""Guia de Proteção para Defensoras e Defensores de Direitos Humanos""",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Sigrid Rausing Trust,,Financiamento,"Apoio no ""Guia de Proteção para Defensoras e Defensores de Direitos Humanos""",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
MariaLab,1,Fundação Ford,,Financiamento,"Apoio no ""Guia de Proteção para Defensoras e Defensores de Direitos Humanos"", no ""Guia prática de estratégias e táticas para a segurança digital feminista."" de 2017","2017, 2021",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
MariaLab,1,Open Society Foundations (OSF),,Financiamento,"Apoio no ""Guia de Proteção para Defensoras e Defensores de Direitos Humanos""",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
MariaLab,1,UKaid,,Parceria em projeto,"Realização da publicação ""A autonomia tecnológica como uma constelação de experiências""",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Rhizomatica,,Parceria em projeto,"Realização da publicação ""A autonomia tecnológica como uma constelação de experiências""",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Techiocomunitario,,Parceria em projeto,"Realização da publicação ""A autonomia tecnológica como uma constelação de experiências""",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,CITSAC,,Parceria em projeto,"Realização da publicação ""A autonomia tecnológica como uma constelação de experiências""",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,"Redes por la Diversidad, Equidad y Sustentabilidade A.C.",,Parceria em projeto,"Realização da publicação ""A autonomia tecnológica como uma constelação de experiências""",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Rede de Comunicadores Boca de Polen,,Parceria em projeto,"Realização da publicação ""A autonomia tecnológica como uma constelação de experiências""",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,CFEMEA,,Parceria em projeto,"Parceria no ""Fique segura no WhatsApp"" e Conteúdos sobre o BigBlueButton, Jitsi; em 2017 no ""Guia prática de estratégias e táticas para a segurança digital feminista.""",2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,ELO,,Parceria em projeto,"Realização da cartilha:  ""Barricadas, estratégias e coletividade: Uma cartilha de segurança digital para organizações""","2019, 2020",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Brot Für Die Welt,,Parceria em projeto,"Realização da cartilha:  ""Barricadas, estratégias e coletividade: Uma cartilha de segurança digital para organizações""","2019, 2020",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Blogueiras Negras,,Parceria em projeto," Parceria no ""Guia prática de estratégias e táticas para a segurança digital feminista."" de 2017",2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Universidade Livre Feminista,,Parceria em projeto," Parceria no ""Guia prática de estratégias e táticas para a segurança digital feminista."" de 2017",2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,OAK Foundation,,Parceria em projeto," Parceria no ""Guia prática de estratégias e táticas para a segurança digital feminista."" de 2017",2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Coalizão Direitos na Rede (CDR),,Parceria em projeto,"Publicação de ""Eleições e internet: Guia para proteção de direitos nas campanhas eleitorais""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Coding Rights,,Parceria em projeto,"Publicação de ""Eleições e internet: Guia para proteção de direitos nas campanhas eleitorais""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Me Representa,,Parceria em projeto,"Publicação de ""Eleições e internet: Guia para proteção de direitos nas campanhas eleitorais""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Acoso.online,,Parceria em projeto,"Publicação de ""Como documentar casos de  violência de gênero na Internet de  forma empática e segura? Um guia prático baseado na difusão de material íntimo sem consentimento.""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Internews,,Parceria em projeto,"Guia ""O cenário das ameaças digitais: Brasil""
",2023,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Social Sciences and Humanities Research Council (SSHRC),,Parceria em projeto,"Desenvolvimento da ""Plataformas de Propriedade de Pessoas Trabalhadoras e Interseccionalidade (WOIP)""",Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Governo do Canadá,,Parceria em projeto,"Desenvolvimento da ""Plataformas de Propriedade de Pessoas Trabalhadoras e Interseccionalidade (WOIP)""",Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
MariaLab,1,Derechos Digitales,,Parceria em projeto,"Publicação do ""Líneas de ayuda para atender casos de violencia de género en entornos digitales Derechos Digitales Monitoreo y tendencias en Bolivia, Brasil y Ecuador""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
DataPrev,1,Instituto Nacional do Seguro Social,1,Parceria em projeto,Cliente do Dataprev,Não especificado,Público,Parceria em projeto
DataPrev,1,Ministério do Trabalho e Emprego,1,Parceria em projeto,Cliente do Dataprev,Não especificado,Público,Parceria em projeto
DataPrev,1,Ministério da Previdência Social,1,Parceria em projeto,Cliente do Dataprev,Não especificado,Público,Parceria em projeto
DataPrev,1,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à fome",1,Parceria em projeto,Cliente do Dataprev,Não especificado,Público,Parceria em projeto
DataPrev,1,Receita Federal,1,Parceria em projeto,Cliente do Dataprev,Não especificado,Público,Parceria em projeto
